Source Text,Target Text,Predicted Text,EMD Source-Predicted,EMD Target-Predicted,Content Preservation Score
"anderson biographer peter kurth, who had done great research into anna anderson's case, has countered the dna findings with: 'they don't explain how she spoke ""more english than german"" already in the early 1920s, or how she arrived in america in 1928 speaking fluent english, having had only the most rudimentary ""lessons"" in the form of mother goose rhymes.","anderson biographer peter kurth, who had done considerable research into anna anderson's case, has countered the dna findings with: 'they don't explain how she spoke ""more english than german"" already in the early 1920s, or how she arrived in america in 1928 speaking fluent english, having had only the most rudimentary ""lessons"" in the form of mother goose rhymes.","anderson biographer peter kurth, who had done great research into anna anderson's case, has countered the dna findings with: 'they don't explain how she spoke ""more english than german"" already in the early 1920s, or how she arrived in america in 1928 speaking fluent english, having had only the most rudimentary ""lessons"" in the form of mother goose rhymes.",0.0,0.2699074695,1.0
"ari shapiro (born september 30, 1978 in fargo, north dakota) is an award-winning american radio journalist.","ari shapiro (born september 30, 1978 in fargo, north dakota) is an american radio journalist.","ari shapiro (born september 30, 1978 in fargo, north dakota) is an american radio journalist.",0.007039799649999965,0.0,0.8901271224021912
the union of concerned scientists (ucs) is a nonprofit leftist advocacy group based in the united states.,the union of concerned scientists (ucs) is a nonprofit advocacy group based in the united states.,the union of concerned scientists (ucs) is a nonprofit advocacy group based in the united states.,0.006320064999999972,0.0,0.8698116540908813
"yinnar is a tranquil rural township located in the latrobe valley, in central gippsland, victoria, australia.","yinnar is a rural township located in the latrobe valley, in central gippsland, victoria, australia.","yinnar is a rural township located in the latrobe valley, in central gippsland, victoria, australia.",0.0013407445000000063,0.0,0.8834028840065002
"saint john is a city of neighbourhoods, with many residents closely identifying with their particular area.","saint john is a city of neighbourhoods, with residents closely identifying with their particular area.","saint john is a city of neighbourhoods, with many residents closely identifying with their particular area.",0.0,0.04501613999999998,1.0
"the bill is overly broad and could lead to prosecution of peer to peer software makers, web sites or the overturning of home recording and fair use rights pioneered by the famous betamax case.","the bill is broad and could lead to prosecution of peer to peer software makers, web sites or the overturning of home recording and fair use rights pioneered by the famous betamax case.","the bill is broad and could lead to prosecution of peer to peer software makers, web sites or the overturning of home recording and fair use rights pioneered by the betamax case.",0.18156067300000003,0.16234982999999997,0.9450728893280029
the forest is artificially decorated and offers some breathtaking views.,the forest is artificially decorated and offers some scenic views.,the forest is artificially decorated and offers some scenic views.,0.0025442357500000327,0.0,0.9672010540962219
"currently, the status of south ossetia, a former autonomous administrative district (also known as the tskhinvali region), is being negotiated with the russian-supported separatist government.","currently, the status of south ossetia, a autonomous administrative district (also known as the tskhinvali region), is being negotiated with the russian-supported separatist government.","currently, the status of south ossetia, a former autonomous administrative district (also known as the tskhinvali region), is being negotiated with the russian-supported separatist government.",0.0,0.016780810000000035,1.0
"noah's ark is the huge vessel described in the hebrew bible/old testament book of genesis and the qur'an, through which god saved noah, together with the other seven members of his family, plus representatives of all the kinds of animals, from a cataclysmic flood with which he wished to exterminate all other life on earth.","noah's ark is the huge vessel described in the hebrew bible/old testament book of genesis and the qur'an, through which god saved noah, together with the other seven members of his family, plus representatives of all the species of animals, from a cataclysmic flood with which he wished to exterminate all other life on earth.","noah's ark is the huge vessel described in the hebrew bible/old testament book of genesis and the qur'an, through which god saved noah, together with the other seven members of his family, plus representatives of all the kinds of animals, from a cataclysmic flood with which he wished to exterminate all other life on earth.",0.0,0.022627755000000027,1.0
"cato rebutted the potential for eminent domain abuse, noting that ""in california the state highway agency approved private development of the mid-state tollway on the eastern fringe of the san francisco-oakland area.","cato argued against the potential for eminent domain abuse, noting that ""in california the state highway agency approved private development of the mid-state tollway on the eastern fringe of the san francisco-oakland area.","cato responded to the potential for eminent domain abuse, arguing that ""in california the state highway agency approved private development of the mid-state tollway on the eastern fringe of the san francisco-oakland area.",0.347628352,0.24605394000000003,0.9842356443405151
he is also the cousin of the famous soccer player mehmet scholl.,he is also the cousin of the international soccer player mehmet scholl.,he is also the cousin of the soccer player mehmet scholl.,0.0064425152499999645,0.0014453656499999914,0.9771380424499512
"however, the big finish productions audio play gallifrey: the inquiry tells that it was actually the secret test of a time lord timonic fusion device that destroyed minyos, an incident that was covered up by the high council.","however, the big finish productions audio play gallifrey: the inquiry reveals that it was actually the secret test of a time lord timonic fusion device that destroyed minyos, an incident that was covered up by the high council.","however, the big finish productions audio play gallifrey: the inquiry tells that it was actually the secret test of a time lord timonic fusion device that destroyed minyos, an incident that was covered up by the high council.",0.0,0.1298681955,1.0
"in particular, a majority of islamic scientists in many disciplines, including mathematics, were persians.","in particular, a large number of islamic scientists in many disciplines, including mathematics, were persians.","in particular, a majority of islamic scientists in many disciplines, including mathematics, were persians.",0.0,0.06646553,1.0
"ralph compton died in nashville, tennessee at the age of 64. since his passing , signet books has continued the author's legacy, releasing new novels, written by authors such as joseph a. west and david l. robbins, under compton's byline.","ralph compton died in nashville, tennessee at the age of 64. since his death , signet books has continued the author's legacy, releasing new novels, written by authors such as joseph a. west and david l. robbins, under compton's byline.","ralph compton died in nashville, tennessee at the age of 64. since his death , signet books has continued the author's legacy, releasing new novels, written by authors such as joseph a. west and david l. robbins, under compton's byline.",0.0005114746999999991,0.0,0.9992196559906006
"consequently, spam is a unique part of the history and effects of u.s. empire-building in the pacific.","consequently, spam is a unique part of the history and effects of u.s. influence in the pacific.","consequently, spam is a part of the history and effects of u.s. empire-building in the pacific.",0.159766585,0.07834626,0.9549794793128967
"agnetha fltskog (born 5 april 1950 in jnkping, sweden) had a #1 record in sweden when she was only 17, and was soon noted by the critics and songwriters as a talented singer/songwriter of schlager style songs.","agnetha fltskog (born 5 april 1950 in jnkping, sweden) had a #1 record in sweden when she was 17, and was soon noted by the critics and songwriters as a talented singer/songwriter of schlager style songs.","agnetha fltskog (born 5 april 1950 in jnkping, sweden) had a #1 record in sweden when she was only 17, and was soon noted by the critics and songwriters as a talented singer/songwriter of schlager style songs.",0.0,0.04751980899999997,1.0
"finally , the national assembly voted to forgive the debt (of 540,000 ) in december 2015.","in the end , the national assembly voted to forgive the debt (of 540,000 ) in december 2015.","finally , the national assembly voted to forgive the debt (of 540,000 ) in december 2015.",0.0,0.05851144000000004,1.0
"in colloquial use this is often replaced with se, as hän sounds overly formal.","in colloquial use this is often replaced with se, as hän is perceived as overly formal.","in colloquial use this is often replaced with se, as hän sounds formal.",0.1340786,0.20600076500000003,0.9045658111572266
"there are quite a few beautiful examples of romanesque art in the church, one of which is a granite carving of two cagots.","there are quite a few examples of romanesque art in the church, one of which is a granite carving of two cagots.","there are quite a few examples of romanesque art in the church, one of which is a granite carving of two cagots.",0.005467974699999959,0.0,0.9729969501495361
"the rest of the world was slow to adopt this revolutionary treatment, largely because of deaths which resulted from even relatively minor overdosing, and from deaths reported from use of lithium chloride as a substitute for table salt.","the rest of the world was slow to adopt this treatment, largely because of deaths which resulted from even relatively minor overdosing, and from deaths reported from use of lithium chloride as a substitute for table salt.","the rest of the world was slow to adopt this treatment, largely because of deaths which resulted from even relatively minor overdosing, and from deaths reported from use of lithium chloride as a substitute for table salt.",0.35572553000000007,0.0,0.9915663599967957
"in 2010 he rescinded his support for obama, admitting that obama could very well harm american-israeli relations.","in 2010 he rescinded his support for obama, stating a belief that obama could very well harm american-israeli relations.","in 2010 he rescinded his support for obama, saying that obama could very well harm american-israeli relations.",0.059226745000000025,0.011721175000000042,0.9967012405395508
vohu manah is of neuter gender in avestan grammar but in zoroastrian tradition is considered masculine.,vohu manah is of neutral gender in avestan grammar but in zoroastrian tradition is considered masculine.,vohu manah is of neuter gender in avestan grammar but in zoroastrian tradition is considered masculine.,0.0,0.007440344999999987,1.0
"dale minami (born october 13, 1946) is a san francisco-based lawyer best known for heading the legal team that overturned the wrongful conviction of fred korematsu, whose defiance of the world war ii japanese american internment order lead to korematsu v. united states, one of the most controversial united states supreme court decisions of the 20th century.","dale minami (born october 13, 1946) is a san francisco-based lawyer best known for heading the legal team that overturned the conviction of fred korematsu, whose defiance of the world war ii japanese american internment order lead to korematsu v. united states, one of the most controversial united states supreme court decisions of the 20th century.","dale minami (born october 13, 1946) is a san francisco-based lawyer best known for heading the legal team that overturned the wrongful conviction of fred korematsu, whose defiance of the world war ii japanese american internment order lead to koreatsu v. united states, one of the most controversial united states supreme court decisions of the 20th century.",0.014509680000000025,0.005527545000000023,0.9976145029067993
scooby-doo is a long-running american animated series produced for saturday morning television in several different versions from 1969 to the present.,scooby-doo is a american animated series produced for saturday morning television in several different versions from 1969 to the present.,scooby-doo is a american animated series produced for saturday morning television in several different versions from 1969 to the present.,0.02061165865000003,0.0,0.971109926700592
"zakharchenko was murdered by a bombing in the caf ""separ"" in donetsk, on 31 august 2018. preliminary reports say dnr's finance minister alexander timofeyev was wounded in the blast as well.","zakharchenko was killed by a bombing in the caf ""separ"" in donetsk, on 31 august 2018. preliminary reports say dnr's finance minister alexander timofeyev was wounded in the blast as well.","zakharchenko was killed by a bombing in the caf ""separ"" in donetsk, on 31 august 2018. preliminary reports say dnr's finance minister alexander timofeyev was wounded in the blast as well.",0.008112433499999974,0.0,0.9945176839828491
"regarding recruitment conditions within the foreign legion, please see the official page (in english) dedicated to the subject:.","regarding recruitment conditions within the foreign legion, see the official page (in english) dedicated to the subject:.","regarding recruitment conditions within the foreign legion, please see the official page (in english) dedicated to the subject:.",0.0,0.06149911149999996,1.0
"a spin-off program, face the truth, was hosted by stephen peroutka from 2003-2005. peroutka, a member of the board of directors of the conservative caucus at the time, focused exclusively on pro-life and pro-family issues, and featured some of the top activists and leaders promoting an end to abortion.","a spin-off program, face the truth, was hosted by stephen peroutka from 2003-2005. peroutka, a member of the board of directors of the conservative caucus at the time, focused exclusively on pro-life and "" family values "" issues, and featured some of the top activists and leaders promoting an end to abortion.","a spin-off program, face the truth, was hosted by stephen peroutka from 2003-2005. peroutkar, a member of the board of directors of the conservative caucus at the time, focused exclusively on pro-life and pro-family issues, and featured some of the top activists and leaders promoting an end to abortion.",0.008451480000000011,0.026110414999999998,0.9990517497062683
this book is considered one of the most vehement protests written against romanian president nicolae ceausescu and his communist regime.,this book is considered one of the most vehement protests written against romanian president nicolae ceausescu and his regime.,this book is considered one of the most vehement protests written against romanian president nicolae ceausescu and his communist regime.,0.0,0.0007070300000000251,1.0
his father is the well-known tax evader irwin schiff.,his father is the well-known tax protester irwin schiff.,his father is the tax evader irwin schiff.,0.28211423,0.053579605,0.9690907597541809
"aden aw hirsi, an american-somali dual-citizen, now chairs the somali republicans in the great state of ohio , an ethnic somali conservative activist group who advocate for universal health insurance and family values.","aden aw hirsi, an american-somali dual-citizen, now chairs somali republicans in the great state of ohio , an ethnic somali conservative activist group who advocate for universal health insurance and family values.","aden aw hirsi, an american-somali dual-citizen, now chairs the somali republicans in the state of ohio , an ethnic somali conservative activist group who advocate for universal health insurance and family values.",0.10616023499999999,0.05163018499999998,0.9977237582206726
alexander attempted to create a genuine yugoslavia.,alexander attempted to create a centralised yugoslavia.,alexander attempted to create a genuine yugoslavia.,0.0,0.16509716000000002,1.0
"judee tan: comedienne and actress, mediacorp","judee tan: comedian and actress, mediacorp","judee tan: comedian and actress, mediacorp",0.00018129509999995942,0.0,0.845832109451294
"over time, ""cool"" has been appropriated by american and world popular culture, generally, especially by youth.","over time, ""cool"" has been adopted by american and world popular culture, generally, especially by youth.","over time, ""cool"" has been appropriated by american and world popular culture, generally, especially by youth.",0.0,0.21539886999999996,1.0
the roland xp-50 is the first music workstation which featured roland's revolutionary mrc-pro sequencer.,the roland xp-50 is the first music workstation which featured roland's mrc-pro sequencer.,the roland xp-50 is the first music workstation which featured roland's mrc-pro sequencer.,0.0027324820000000135,0.0,0.9870247840881348
"let's first give dewey's elegant example of inquiry in everyday life the quick once over, hitting just the high points of its analysis into peirce's three kinds of reasoning.","let's first give dewey's example of inquiry in everyday life the quick once over, hitting just the high points of its analysis into peirce's three kinds of reasoning.","let's first give dewey's example of inquiry in everyday life the quick once over, hitting just the high points of its analysis into peirce's three kinds of reasoning.",0.380540479,0.0,0.9896155595779419
"the soviet attack outraged americans, with some businesses refusing to sell supplies to the soviet regime .","the soviet attack outraged americans, with some businesses refusing to sell supplies to the soviet union .","the attack outraged americans, with some businesses refusing to sell supplies to the soviet government .",0.14074077000000002,0.10071779000000003,0.9898040294647217
"he has debated christian philosophers william lane craig and michael licona on numerous occasions as well as renowned scholar john dominic crossan he has also debated noted apologists james white, jay smith, and david wood on several occasions.","he has debated christian philosophers william lane craig and michael licona on numerous occasions as well as renowned scholar john dominic crossan he has also debated apologists james white, jay smith, and david wood on several occasions.","he has debated christian philosophers william lane craig and michael licona on numerous occasions as well as renowned scholar john dominic crossan he has also debated noted apologists james white, jay smith, and david wood on several occasions.",0.0,0.03423943300000003,1.0
"macdonald ""mac"" gargan is a fictional character supervillain appearing in american comic books published by marvel comics.","macdonald ""mac"" gargan is a fictional character appearing in american comic books published by marvel comics.","macdonald ""mac"" gargan is a fictional character appearing in american comic books published by marvel comics.",0.0017858572500000195,0.0,0.9601255059242249
"the film also makes a compelling case for explosive gases entering private wells, causing ""flammable water.""","the film also makes a case for explosive gases entering private wells, causing ""flammable water.""","the film also makes a case for explosive gases entering private wells, causing ""flammable water.""",0.004699545699999998,0.0,0.9674565196037292
"markos moulitsas zniga (born september 11, 1971), often known by his username and former military moniker ""kos"", is the founder and main author of daily kos, a political weblog focusing on progressive, liberal, and democratic party politics.","markos moulitsas zniga (born september 11, 1971), often known by his username and former military moniker ""kos"", is the founder and main author of daily kos, a left-wing weblog focusing on progressive, liberal, and democratic party politics.","markos moulitsas zniga (born september 11, 1971), often known by his username and former military moniker ""kos"", is the founder and main author of daily kos, a political weblog focusing on progressive, liberal, and democratic party politics.",0.0,0.08574003000000001,1.0
"she is known for her variety of play, and strong volleying ability.","she is known for her variety of play, and volleying ability.","she is known for her variety of play, and strong volleying ability.",0.0,0.0009359242999999948,0.9999999403953552
"the series is a satirical parody of a middle class american lifestyle epitomized by its family of the same name, which consists of homer, marge, bart, lisa and maggie.","the series is a satirical parody of a working class american lifestyle epitomized by its family of the same name, which consists of homer, marge, bart, lisa and maggie.","the series is a satirical parody of a middle class american lifestyle epitomized by its family of the same name, which consists of homer, marge, bart, lisa and maggie.",0.0,0.032433255000000036,1.0
"mchale is also a voice actor, having provided the voice of elliot in open season 2 after ashton kutcher refused to reprise his role.","mchale is also a voice actor, having provided the voice of elliot in open season 2 after ashton kutcher declined to reprise his role.","mchale is also a voice actor, having provided the voice of elliot in open season 2 after ashton kutcher refused to reprise his role.",0.0,0.11878758029999997,1.0
"african british is the term used to describe the community previously mislabelled as afro-caribbean, black british, uk black, coloured and black.","african british is the term used to describe the community previously described as afro-caribbean, black british, uk black, coloured and black.","african british is the term used to describe the community previously described as afro-caribbean, blackbritish, uk black, coloured and black.",0.18483828745,0.03423073000000003,0.9680566191673279
"the facility received worldwide media coverage in 2008 when former football star o. j. simpson was sent there after being sentenced to 33 years imprisonment, with a minimum of 9 years before becoming eligible for parole.","the facility received wide media coverage in 2008 when former football star o. j. simpson was sent there after being sentenced to 33 years imprisonment, with a minimum of 9 years before becoming eligible for parole.","the facility received worldwide media coverage in 2008 when former football player o. j. simpson was sent there after being sentenced to 33 years imprisonment, with a minimum of 9 years before becoming eligible for parole.",0.030691713999999995,0.03103839800000001,0.999082624912262
american comedienne margaret cho's routines involve her love for his films.,american comedian margaret cho's routines involve her love for his films.,american comedian margaret cho's routines involve her love for his films.,0.0003010780499999861,0.0,0.964711606502533
"at the same time in the united states, a group of disillusioned liberals, including irving kristol and paul wolfowitz, look to the political thinking of leo strauss after the general failure of president johnson's ""great society"".","at the same time in the united states, a group of disillusioned liberals, including irving kristol and paul wolfowitz, look to the political thinking of leo strauss after the perceived failure of president johnson's ""great society"".","at the same time in the united states, a group of disillusioned liberals, including irving kristol and paul wolfowitz, look to the political thinking of leo strauss after the general failure of president johnson's ""great society"".",0.0,0.034385182,1.0
he points out that the military penalizes men who admit they are gay.,he points out that the military penalizes men who acknowledge they are gay.,he argues that the military penalizes men who admit they are gay.,0.36522551999999997,0.355160355,0.9915943145751953
"the national democratic front for the liberation of oman and the arabian gulf sic (, abbreviated ndfloag) was a guerrilla movement in the arabian peninsula.","the national democratic front for the liberation of oman and the arabian gulf (, abbreviated ndfloag) was a guerrilla movement in the arabian peninsula.","the national democratic front for the liberation of oman and the arabian gulf sic (, abbreviated ndfloag) was a guerrilla movement in the arabiian peninsula.",0.002425421500000002,0.004003125000000008,0.9952037334442139
"the term itself is, however, often broadened to encompass other feelings such as aversion to, disagreement with, disapprobation of, disparagement of, or discrimination against homosexual people, their lifestyle, their sexual behavior, or culture and is generally used to denote bigotry.","the term itself is, however, often broadened to encompass other feelings such as aversion to, disagreement with, disapprobation of, disparagement of, or discrimination against homosexual people, their lifestyle, their sexual behavior, or culture and is generally used to assert bigotry.","the term itself is, however, often broadened to encompass other feelings such as aversion to, disagreement with, disapprobation of, disparagement of, or discrimination against homosexual people, their lifestyle, their sexual behavior, or culture and is generally used to denote bigotry.",0.0,0.032497045,1.0
"subsequent to the publication of the ""house of death"" story, the investigative journalist of narco news, bill conroy, received intimidating visits at his office, his home, and to his employer from officers of immigrations and customs enforcement, an event that prompted a letter by congresswoman cynthia mckinney reprimanding johnny sutton for ""an attempt ... to intimidate a journalist who has reported facts that are embarrassing to him"".","subsequent to the publication of the ""house of death"" story, the investigative journalist of narco news, bill conroy, received visits at his office, his home, and to his employer from officers of immigrations and customs enforcement, an event that prompted a letter by congresswoman cynthia mckinney reprimanding johnny sutton for ""an attempt ... to intimidate a journalist who has reported facts that are embarrassing to him"".","subsequent to the publication of the ""house of death"" story, the investigative journalist of narco news, bill conroy, received visits at his office, his home, and to his employer from officers of immigrations and customs enforcement, an event that prompted a letter by congresswoman cynthia mckinney reprimanding johnny sutton for ""an attempt ... to intimidate a journalist who has reported facts that are embarrassing to him"".",0.40130963249999996,0.0,0.9693713188171387
"notable meteorologists , hugh willoughby, bob sheets (then director of the national hurricane center) and jeff masters were shown in the episode.","meteorologists , hugh willoughby, bob sheets (then director of the national hurricane center) and jeff masters were shown in the episode.","notable meteorologists , hugh willoughby, bob sheets (then director of the national hurricane center) and jeff masters were shown in the episode.",0.0,0.130393245,1.0
"facebook is a popular social networking website, founded in 2004. this is a list of features that can be found on the facebook website, as well as technology features on the website.","facebook is a social networking website, founded in 2004. this is a list of features that can be found on the facebook website, as well as technology features on the website.","facebook is a social networking website, founded in 2004. this is a list of features that can be found on the facebook website, as well as technology features on the website.",0.016200121250000026,0.0,0.96990567445755
"robert ""rob"" minter is a fictional character from the popular bbc soap opera eastenders, played by stuart laing.","robert ""rob"" minter is a fictional character from the bbc soap opera eastenders, played by stuart laing.","robert ""rob"" minter is a fictional character from the bbc soap opera eastenders, played by stuart laing.",0.0008962942499999806,0.0,0.9724720120429993
the earthquake game is the name given to a legendary college football game played in louisiana state university's tiger stadium on october 8 1988.,the earthquake game is the name given to a famous college football game played in louisiana state university's tiger stadium on october 8 1988.,the earthquake game is the name given to a college football game played in louisiana state university's tiger stadium on october 8 1988.,0.0019163948499999646,0.018134877650000013,0.983186662197113
"the former library, trinkle hall features a beautiful rotunda.","the former library, trinkle hall features a rotunda.","the former library, trinkle hall features a rotunda.",0.002755216349999994,0.0,0.9038888812065125
"the event grew from gay rights parades held annually since 1978, when numerous participants had been contentiously arrested by new south wales police.","the event grew from gay rights parades held annually since 1978, when numerous participants had been arrested by new south wales police.","the event grew from gay rights parades held annually since 1978, when numerous participants had been arrested by new south wales police.",0.07111107999999997,0.0,0.9946712255477905
"the flag has become a powerful symbol of americanism, and is proudly flown on many occasions, with giant outdoor flags used by retail outlets to draw customers.","the flag has become a powerful symbol of americanism, and is flown on many occasions, with giant outdoor flags used by retail outlets to draw customers.","the flag has become a powerful symbol of americanism, and is proudly flown on many occasions, with giant outdoor flags used by retail outlets to draw customers.",0.0,0.00581750150000003,1.0
only five people were seriously injured and 22 suffered minor injuries.,five people were seriously injured and 22 suffered minor injuries.,five people were seriously injured and 22 suffered minor injuries.,0.08390971649999998,0.0,0.7347761392593384
"mark bonfigli, ceo of dealer.com, a huge provider of websites to automotive and other indsutries, talks about the importance of first party leads describing them as ""first-party leads, of course, are leads that you generate yourself using your website and associated tools (pay-per-click, search engine optimization, email, and video, for example).","mark bonfigli, ceo of dealer.com, a provider of websites to automotive and other indsutries, talks about the importance of first party leads describing them as ""first-party leads, of course, are leads that you generate yourself using your website and associated tools (pay-per-click, search engine optimization, email, and video, for example).","mark bonfigli, ceo of dealer.com, a provider of websites to automotive and other indsutries, talks about the importance of first party leads describing them as ""first-party leads, of course, are leads that you generate yourself using your website and associated tools (pay-per-click, search engine optimization, email, and video, for example).",0.19894488,0.0,0.981629490852356
a pro-tibetan protester attempts to take the torch from torch-bearer jin jing in paris.,an allegedly pro-tibetan protester attempts to take the torch from torch-bearer jin jing in paris.,a pro-tibetan protester attempts to take the torch from torch-bearer jin jing in paris.,0.0,0.19425320499999998,1.0
"christie withdrew his reappointment consideration for helen e. hoens, a republican, while referring to new jersey senate democrats as ""animals"" just one day before an e-mail was sent on august 13, 2013, by christie's deputy chief of staff to one of his appointees at the port authority to initiate plans to cause traffic congestion in fort lee.","christie withdrew his reappointment consideration for helen e. hoens, a republican, while referring to new jersey senate democrats as ""animals"" one day before an e-mail was sent on august 13, 2013, by christie's deputy chief of staff to one of his appointees at the port authority to initiate plans to cause traffic congestion in fort lee.","christie withdrew his reappointment consideration for helen e. hoens, a republican, while referring to new jersey senate democrats as ""animals"" just one day before an e-mail was sent on august 13, 2013, by christie's deputy chief of staff to one of his appointees at the port authority to initiate plans to cause traffic congestion in fort lee.",0.0,0.14550767999999997,1.0
problems for the naturist community,issues for the naturist community,problems for the naturist community,0.0,0.08289009499999997,1.0
"politically, bosma is a conservative republican.","politically, bosma is a republican.","politically, bosma is a conservative republican.",0.0,0.09922615200000001,1.0
"nagorno-karabakh (also knows as mountainous karabakh) is a region in the south caucasus located within the borders of azerbaijan , about 270 kilometers (170 miles) west of the azerbaijani capital of baku and close to the border with armenia.","nagorno-karabakh (also knows as mountainous karabakh) is a region in the south caucasus located within the borders of nagorno karabakh republic , about 270 kilometers (170 miles) west of the azerbaijani capital of baku and close to the border with armenia.","nagorno-karabakh (also known as mountainous karabakh) is a region in the south caucasus located within the borders of azerbaijan , about 270 kilometers (170 miles) west of the azerbian capital of baku and close to the border with armenia.",0.009101744999999967,0.02894839499999996,0.9980944395065308
"started in june 2003 by daryl henline and patrick kadyk, the group has performed to enthusiastic audiences around the san francisco bay area including the san francisco museum of modern art, cafe du nord and the great american music hall.","started in june 2003 by daryl henline and patrick kadyk, the group has performed to audiences around the san francisco bay area including the san francisco museum of modern art, cafe du nord and the great american music hall.","started in june 2003 by daryl henline and patrick kadyk, the group has performed to largely positive audiences around the san francisco bay area including the san frankisco museum of modern art, cafe du nord and the american music hall.",0.39122477299999997,0.407238965,0.9757582545280457
"the theocratic and militaristic regime instituted several social reforms, including strict separation of the sexes, abolition of foot binding, land socialization, suppression of private trade, and the replacement of confucianism, buddhism and chinese folk religion by a peculiar form of christianity, holding that hong xiuquan was the younger brother of jesus christ.","the theocratic and militaristic regime instituted several social reforms, including strict separation of the sexes, abolition of foot binding, land socialization, suppression of private trade, and the replacement of confucianism, buddhism and chinese folk religion by a form of christianity, holding that hong xiuquan was the younger brother of jesus christ.","the theocratic and militaristic regime instituted several social reforms, including strict separation of the sexes, abolition of foot binding, land socialization, suppression of private trade, and the replacement of confucianism, buddhism and chinese folk religion by a peculiar form of christianity, holding that hong xiuquan was the younger brother of jesus christ.",0.0,0.00622772000000002,1.0
osborne house and its magnificent grounds are now open to the public,osborne house and its grounds are now open to the public,osborne house and its grounds are now open to the public,0.003085664899999995,0.0,0.9851152896881104
"sarikoli is officially referred to as ""tajik"" in china, as the ethnic group who speak it identify themselves as tajiks and not pamiris (just as their wakhi brethren do in pakistan).","sarikoli is officially referred to as ""tajik"" in china, as the ethnic group who speak it identify themselves as tajiks and not pamiris (just as their wakhi do in pakistan).","sarikoli is officially referred to as ""tajik"" in china, as the ethnic group who speak it identify themselves as tajiks and not pamiris (just as their wakhi brethren do in pakistan).",0.0,0.03359084000000001,1.0
borg is ultra- conservative and a roman catholic.,borg is a conservative and a roman catholic.,borg is conservative and a roman catholic.,0.005230717500000016,0.003015198649999998,0.9607774615287781
"pantera was an influential american heavy metal band from arlington, texas, that formed in 1981. although initially influenced by 1980s glam metal/hard rock bands, thrash metal acts such as slayer and metallica as well as traditional metal bands such as black sabbath would prove to be influential in the band's significant change in musical direction at the end of the 1980s.","pantera was an american heavy metal band from arlington, texas, that formed in 1981. although initially influenced by 1980s glam metal/hard rock bands, thrash metal acts such as slayer and metallica as well as traditional metal bands such as black sabbath would prove to be influential in the band's significant change in musical direction at the end of the 1980s.","pantera was an american heavy metal band from arlington, texas, that formed in 1981. although initially influenced by 1980s glam metal/hard rock bands, thrash metal acts such as slayer and metallica as well as traditional metal bands such as black sabbath would prove to be influential in the band's significant change in musical direction at the end of the 1980s.",0.15950151,0.0,0.9979091882705688
"montana is located in the northwestern united states with around a third of the state dominated by the endless expanse of the great plains, partly contributing to the state nickname of ""big sky country.""","montana is located in the northwestern united states with around a third of the state dominated by the vast expanse of the great plains, partly contributing to the state nickname of ""big sky country.""","montana is located in the northwestern united states with around a third of the state dominated by the expanse of the great plains, partly contributing to the state nickname of ""big sky country.""",0.08120739265000002,0.04212848,0.9882298111915588
often the symbol of the all-seeing pyramid in the great seal of the united states is cited as an example of the illuminati's ever-present watchful eye over us .,often the symbol of the all-seeing pyramid in the great seal of the united states is cited as an example of the illuminati's ever-present watchful eye over americans .,often the symbol of the all-seeing pyramid in the great seal of the united states is cited as an example of the illuminati's ever-present watchful eye over us .,0.0,0.08318808999999999,1.0
"an even worse defeat was to follow the next year: in august 1782, another british-indian force defeated the kentucky militia at the battle of blue licks.","an even more extensive defeat was to follow the next year: in august 1782, another british-indian force defeated the kentucky militia at the battle of blue licks.","an even worse defeat was to follow the next year: in august 1782, another british-indian force defeated the kentucky militia at the battle of blue licks.",0.0,0.17670971500000002,1.0
"cumberland sausages are a delicious type of traditional sausage that originated in the (former) county of cumberland, in the english lake district.","cumberland sausages are a type of traditional sausage that originated in the (former) county of cumberland, in the english lake district.","cumberland sausages are a type of traditional sausage that originated in the (former) county of cumberland, in the english lake district.",0.056276735449999976,0.0,0.9308204650878906
in 1903 henri rochefort visited the auction of paintings that had been in zola's possession and published on 9 march 1903 in l'intransigeant a vicious article entitled love for the ugly.,in 1903 henri rochefort visited the auction of paintings that had been in zola's possession and published on 9 march 1903 in l'intransigeant a highly critical article entitled love for the ugly.,in 1903 henri rochefort visited the auction of paintings that had been in zola's possession and published on 9 march 1903 in l'intransigeant a article entitled love for the ugly.,0.004556541299999996,0.47180387619999997,0.986671507358551
the revision process is fascinating for him and one he laboriously proceeds through with each literary piece.,the revision process is fundamental for him and one he laboriously proceeds through with each literary piece.,the revision process is fascinating for him and one he laboriously proceeds through with each literary piece.,0.0,0.0034269352499999893,1.0
"in the second trial, hede massing, an american ex-communist, recounted meeting hiss at a social function in which they both spoke obliquely about their communist activitiesa slight corroboration of chambers's claim that hiss had been a party member.","in the second trial, hede massing, an american ex-communist, recounted meeting hiss at a social function in which they both spoke obliquely about their communist activitiesa corroboration of chambers's claim that hiss had been a party member.","in the second trial, hede massing, an american ex-communist, recounted meeting hiss at a social function in which they both spoke obliquely about their communist activitiesa slight corroboration of chambers's claim that hiss had been a party member.",0.0,0.10469592499999997,1.0
